Title;Abstract;StoreId;ArticleType;AuthorAffiliation;Authors;coden;companies;copyright;digitalObjectIdentifier;documentType;elecPubDate;entryDate;isbn;issn;issue;language;languageOfSummary;pages;placeOfPublication;pubdate;pubtitle;year;volume;DocumentURL;classification;classificationCodes;documentFeatures;majorClassificationCodes;notes;startPage;subjectClassifications;subjectTerms;subjects;FindACopy;Database
Challenging Pre-Service Teachers' on Collaborative Authoring of Learning Designs in a Blended Learning Context;  In this paper we explore the potential of collaboration in a pre-service teacher training course on technology enhanced learning as well as the skills that trainees cultivate when working with learning design environments, developing Web 2.0 objects, and collaborating using specific pedagogical tools. Technological Pedagogical Content Knowledge (TPACK) framework is used as the basis for designing the curriculum and content of the course with a constructivist perspective aiming to cultivate various types of knowledge such as technology content knowledge (TCK), technological pedagogical knowledge (TPK), and technological pedagogical content knowledge (TPACK). Trainees worked initially individually to get familiar with technological and pedagogical tools, and then in groups in order to develop a learning design. Groups were mainly interdisciplinary with mixed ability on using technology since they were formulated either randomly or according to the individual characteristics of the trainees such as personality traits and other psychological variables (e.g. self-efficacy, anxiety and attitudes). Preliminary results are discussed focusing on the way that trainees perceived collaboration with peers as well as on how capable they became in using several technological and pedagogical tools and integrating them in technology enhanced course designs. More specifically, trainees seem to appreciate collaboration in groups and many of them seem to face interdisciplinary collaboration as an opportunity that promotes discourse and ideas exchange. The difficulties they faced in collaborating with the members of their group are focused on the different time schedules, ways of thinking, working and behaving, not being familiar with group work and the variety of disciplines involved in the group. Also, trainees seem to acknowledge the technological and pedagogical tools proposed as useful for designing activities and technology enhanced courses but they characterize the process followed as time consuming. Trainees' learning designs provide evidence about the capabilities they developed in designing courses that sufficiently integrate technological tools under the principles of a learner-centered contemporary pedagogy. [PUBLICATION ABSTRACT];1467835987;Conference Papers & Proceedings;;"Papanikolaou, Kyparisia;Gouli, Evangelia";;; Copyright Academic Conferences International Limited Oct 2013;; Feature;; Oct 2013;;2048-8637;; English; English; 369-XVI; Kidmore End;Oct 2013;European Conference on e-Learning;2013;;https://search.proquest.com/docview/1467835987?accountid=11774;;;;;; 369;; Teacher education , Learning , Student teachers , Professional development , Core curriculum , Collaboration , Pedagogy , Educational technology;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=Challenging+Pre-Service+Teachers%27+on+Collaborative+Authoring+of+Learning+Designs+in+a+Blended+Learning+Context&amp;title=European+Conference+on+e-Learning&amp;issn=20488637&amp;date=2013-10-01&amp;volume=&amp;issue=&amp;spage=369&amp;au=Papanikolaou%2C+Kyparisia%3BGouli%2C+Evangelia&amp;isbn=&amp;jtitle=European+Conference+on+e-Learning&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection,Social Science Premium Collection
Heterogeneous Personalities Perform Better in Pair Programming: The Results of a Replication Study;"  In a family of newer empirical studies, especially those conducted in a university environment, where pair programming is used as a pedagogical teaching technique, developer personalities are included in the experiments' variables system ([Choi], Deek, and Im 2008; Hannay et al. 2010; [N. Katira] et al. 2004; Katira et al. 2005; Salleh, Mendes, and Grundy 2012; [Panagiotis Sfetsos] et al. 2006; 2009; Williams et al. 2006).";1440794687;Scholarly Journals;;"Sfetsos, Panagiotis;Adamidis, Panagiotis;Angelis, Lefteris;Stamelos, Ioannis;Deligiannis, Ignatios";;; Copyright American Society for Quality Sep 2013;; Feature;; Sep 2013;;1522-0540;4; English; English; 4-15; Milwaukee;Sep 2013;Software Quality Professional;2013;15;https://search.proquest.com/docview/1440794687?accountid=11774;;; Tables , Graphs , References;;; 4;; Studies , Personality , Computer programming , Systems development;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahightechjournals&amp;atitle=Heterogeneous+Personalities+Perform+Better+in+Pair+Programming%3A+The+Results+of+a+Replication+Study&amp;title=Software+Quality+Professional&amp;issn=15220540&amp;date=2013-09-01&amp;volume=15&amp;issue=4&amp;spage=4&amp;au=Sfetsos%2C+Panagiotis%3BAdamidis%2C+Panagiotis%3BAngelis%2C+Lefteris%3BStamelos%2C+Ioannis%3BDeligiannis%2C+Ignatios&amp;isbn=&amp;jtitle=Software+Quality+Professional&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection
Analysis of Students?Performances during Lab Sessions of Computer Networks Course;Due to changes and developments on the information and communication technologies, computer networks gained a critical role for establishing connections to share resources in a specific domain. Sharing information is very important in the digital age for giving high-quality services to all interested people enrolled in the networks. Education of computer networks is an engineering discipline to teach network topics and subjects within the university curriculum. Network courses are offered to the students of the related departments in universities and higher education organizations. In this paper, we conducted a study for analyzing the performances of the computer engineering students at Baskent University, Ankara, Turkey on the Network Course, in both theoretical and practical means. We analyzed the weekly scores collected from the lab sessions throughout the academic semesters of 2007-2008, 2008-2009 and 2009-2010 by using One-way and Two-way Anova and Chi-Square tests. Additionally, students’ opinions about the course and lab sessions were evaluated by questionnaires at the end of each semester during 3 years.;2139170954;Scholarly Journals;;"Bulent Gursel Emiroglu;Sahin, Seda";;; © 2013. Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the associated terms available at https://www.j-ets.net/ETS/guide.html;; Journal Article;; 2013;;1176-3647;3; English; English; 329-46; Palmerston North;2013;Journal of Educational Technology & Society;2013;16;https://search.proquest.com/docview/2139170954?accountid=11774;;;;;; 329;; Information technology , Curricula , Students , Networks , Computer networks , Engineering education , Computer networks , Students , Colleges & universities; Computer networks course , Engineering Education , Applets;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=Analysis+of+Students%3FPerformances+during+Lab+Sessions+of+Computer+Networks+Course&amp;title=Journal+of+Educational+Technology+%26+Society&amp;issn=11763647&amp;date=2013-07-01&amp;volume=16&amp;issue=3&amp;spage=329&amp;au=Bulent+Gursel+Emiroglu%3BSahin%2C+Seda&amp;isbn=&amp;jtitle=Journal+of+Educational+Technology+%26+Society&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection,Social Science Premium Collection
"Learning-Sphere Curriculum and Course Development of ""Java Web Application Development"" Based on Working Process";"  Learning sphere and course development in higher vocational education is based on working process. This paper presents a comprehensive course development methodology of ""Java Web Application Development"" according to the characteristic of learning sphere and course development, as well as from the software engineering perspective. The goal is to efficiently cultivate higher technical talents.";1442435986;Scholarly Journals;;"Yan, Jing Jing;Ma, Yun Fang";;; Copyright Trans Tech Publications Ltd. Jun 2013; 10.4028/www.scientific.net/AMM.321-324.2956; Journal Article;; Jun 2013; 978-3-03785-694-9;1660-9336;; English;;; Zurich;Jun 2013;Applied Mechanics and Materials;2013;321-324;https://search.proquest.com/docview/1442435986?accountid=11774;;;;;; 2956;;; Course Development , Java Web Application Development , Learning Sphere , Software Engineering Thinking , Working Process;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Amaterialsscijournals&amp;atitle=Learning-Sphere+Curriculum+and+Course+Development+of+%22Java+Web+Application+Development%22+Based+on+Working+Process&amp;title=Applied+Mechanics+and+Materials&amp;issn=16609336&amp;date=2013-06-01&amp;volume=321-324&amp;issue=&amp;spage=2956&amp;au=Yan%2C+Jing+Jing%3BMa%2C+Yun+Fang&amp;isbn=978-3-03785-694-9&amp;jtitle=Applied+Mechanics+and+Materials&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/10.4028%2Fwww.scientific.net%2FAMM.321-324.2956";ProQuest Central,SciTech Premium Collection
Sparking Innovation in STEM Education with Technology and Collaboration: A CASE STUDY OF THE HP CATALYST INITIATIVE;  This report highlights innovative technology-supported pedagogic models in science, technology, engineering and mathematics (STEM) education, explores what to expect from collaboration in a designed network, and, thereafter, sketches lessons for promoting educational innovation through collaboration. How can technology-supported learning help to move beyond content delivery and truly enhance STEM education so that students develop a broad mix of skills? How can collaboration be encouraged and used to help develop, spread, accelerate and sustain innovation in education? The HP Catalyst Initiative - an education grant programme by the Hewlett Packard (HP) Sustainability and Social Innovation team - is used as a case study to answer these questions. First, five technology-supported pedagogic models emerging from the Initiative are highlighted: gaming, virtual laboratories, international collaborative projects, real-time formative assessment and skills-based assessment. These models have the potential to improve students' learning outcomes, including development of higher-order thinking skills, and to expand the range of learning opportunities made available to students. Second, the report explores the value of collaboration and support for innovation and outlines lessons for policy-makers and other stakeholders promoting educational innovation through collaboration. It shows that collaboration, especially international collaboration, can be an effective means to foster knowledge flows, new ideas and peer learning. The results presented in the report are based on a mix of quantitative monitoring and qualitative case study methodology. [PUBLICATION ABSTRACT];1355714976;Working Papers;;"Kärkkäinen, Kiira;Vincent-Lancrin, Stéphan";;" Hewlett-Packard Co
334111
334119
334611
511210"; Source: OECD Education Working Papers (Online), © OECD (2013), doi: http://dx.doi.org/10.1787/19939019;; Feature;; Apr 17, 2013;;;91; English; English; 0_1,6-111; Paris;Apr 17, 2013;OECD Education Working Papers;2013;;https://search.proquest.com/docview/1355714976?accountid=11774; 9190 United States , 9110 Company specific , 8650 Electrical & electronics industries , 8306 Schools and educational services; 9190 United States , 9110 Company specific , 8650 Electrical & electronics industries , 8306 Schools and educational services; Tables , Graphs , Charts , References; 9190 United States , 9110 Company specific , 8650 Electrical & electronics industries , 8306 Schools and educational services;; 0_1; 9190 United States , 9110 Company specific , 8650 Electrical & electronics industries , 8306 Schools and educational services; Case studies , Collaboration , Technological change , Educational technology , Electronics industry , Pedagogy , Grants , United States--US;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aabiglobal&amp;atitle=Sparking+Innovation+in+STEM+Education+with+Technology+and+Collaboration%3A+A+CASE+STUDY+OF+THE+HP+CATALYST+INITIATIVE&amp;title=OECD+Education+Working+Papers&amp;issn=&amp;date=2013-04-17&amp;volume=&amp;issue=91&amp;spage=0_1&amp;au=K%C3%A4rkk%C3%A4inen%2C+Kiira%3BVincent-Lancrin%2C+St%C3%A9phan&amp;isbn=&amp;jtitle=OECD+Education+Working+Papers&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,Social Science Premium Collection
Supporting Case-based Learning in Information Security with Web-based Technology;  Case-based learning has been widely used in many disciplines. As an effective pedagogical method, case-based learning is also being used to support teaching and learning in the domain of information security. In this paper, we demonstrate case-based learning in information security by sharing our experiences in using a case study to teach security management. A process model of integrating a case library and Web 2.0 technologies to facilitate case-based learning is also presented in this paper. Insights and recommendations for implementing the process model are offered as well. [PUBLICATION ABSTRACT];1438693333;Scholarly Journals;;"He, Wu;Yuan, Xiaohong;Yang, Li";;; Copyright EDSIG Spring 2013;; Feature;; Spring 2013;;1055-3096;1; English; English; 31-40; West Lafayette;Spring 2013;Journal of Information Systems Education;2013;24;https://search.proquest.com/docview/1438693333?accountid=11774;;; Tables , References , Diagrams;;; 31;; Security management , Network security , Computer security , Education , Quality control , Ethics , Learning , Teaching methods;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aabiglobal&amp;atitle=Supporting+Case-based+Learning+in+Information+Security+with+Web-based+Technology&amp;title=Journal+of+Information+Systems+Education&amp;issn=10553096&amp;date=2013-04-01&amp;volume=24&amp;issue=1&amp;spage=31&amp;au=He%2C+Wu%3BYuan%2C+Xiaohong%3BYang%2C+Li&amp;isbn=&amp;jtitle=Journal+of+Information+Systems+Education&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection,Social Science Premium Collection
Learning programming with serious games;Students who are learning to program often have difficulties understanding cognitively complex concepts. Teaching programming is mainly focused on the syntax and features of programs, rather than to a deeper understanding of programming constructs and abstract concepts. Computer game stimulates active learning and presentation of learning content in a variety of contexts that are funny and engaging for students. This has a positive impact on the motivation to learn. This paper deals mainly with defining the programming knowledge and common problems with teaching programming, comparing the properties of novice and experts programmers and introducing the semantic method of teaching programming where one would teach only the semantics of programming constructs unbound to specific programming language in an interactive motivating setting of educational computer game. In this paper we discuss the main characteristics of computer games and specific features which makes them useful in the educational setting. As an example of presented method we introduce a game on the presentation of variables in programming. The game is based on visualizations of different types of variables and on the interpretation of the assignment sentence. The game actively encourages interactivity and deeper learning.;2306505751;Scholarly Journals;;"Zapušek, Matej;Rugelj, Jože";;; © 2013. This work is licensed under http://creativecommons.org/licenses/by/3.0/  (the “License”).  Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.; 10.4108/trans.gbl.01-06.2013.e6; Journal Article; 2013-03-20; Mar 2013;;;1; English; English;; Ghent;Mar 2013;EAI Endorsed Transactions on Game Based Learning;2013;1;https://search.proquest.com/docview/2306505751?accountid=11774;;;;; 2012-07-26 (Received) , 2013-01-07 (Accepted) , 2013-03-20 (Published); n/a;; Teaching , Semantics , Learning , Electronic & video games , Education , Games , Programming languages , Students; teaching programming , programming concepts , semantic method , serious computer game.;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Acompscijour&amp;atitle=Learning+programming+with+serious+games&amp;title=EAI+Endorsed+Transactions+on+Game+Based+Learning&amp;issn=&amp;date=2013-03-01&amp;volume=1&amp;issue=1&amp;spage=&amp;au=Zapu%C5%A1ek%2C+Matej%3BRugelj%2C+Jo%C5%BEe&amp;isbn=&amp;jtitle=EAI+Endorsed+Transactions+on+Game+Based+Learning&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/10.4108%2Ftrans.gbl.01-06.2013.e6";ProQuest Central,SciTech Premium Collection
"Pair Programming ""Potential Benefits and Threats""";;1353328766;Scholarly Journals;;"Gupta, Supriya;Bhattacharya, Vandana;Singha, Madhumita";;; Copyright International Journal of Advanced Computer Research Mar 2013;; General Information;; Mar 2013;;2249-7277;1; English; English; 108-113; Bhopal;Mar 2013;International Journal of Advanced Computer Research;2013;3;https://search.proquest.com/docview/1353328766?accountid=11774;;;;;; 108;;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahightechjournals&amp;atitle=Pair+Programming+%22Potential+Benefits+and+Threats%22&amp;title=International+Journal+of+Advanced+Computer+Research&amp;issn=22497277&amp;date=2013-03-01&amp;volume=3&amp;issue=1&amp;spage=108&amp;au=Gupta%2C+Supriya%3BBhattacharya%2C+Vandana%3BSingha%2C+Madhumita&amp;isbn=&amp;jtitle=International+Journal+of+Advanced+Computer+Research&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection
Mehke veščine v visokošolskem izobraževanju;Although in its strategic documents the European Commission emphasizes the importance of soft skills for achieving the key goals of the Bologna process, it seems that soft skills have not found their way into higher education study programs yet. The reason for this is partly in a very traditionalistic stand of the European higher education environment, which gives priority to scientific groundings over practical applicability. This study addresses the question of key soft skills, which should be included in higher education study programs either as independent modules or integrated in the existing modules or else offered as extra curricular activities to students. Based on the empirical research, conducted by human resource experts in six countries, soft skills can be clustered into three groups personal, social and methodological/contextual. In the concluding part of the paper the expected learning outcomes are defined in order to stimulate inclusion of soft skills into higher education study programs.;1891905744;Scholarly Journals;;Vadnjal, Jaka;;; Copyright University of Ljubljana, Faculty of Arts 2013; 10.4312/as.19.1.45-57; Journal Article;; 2013;;1318-5160;1; Slovenian; Slovenian; 45-57; Ljubljana;2013;Andragoska Spoznanja;2013;19;https://search.proquest.com/docview/1891905744?accountid=11774;;;;;; 45;; Higher education; soft skills , competences , higher education , learning , study programs;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Apqrl&amp;atitle=Mehke+ve%26scaron%3B%C4%8Dine+v+visoko%26scaron%3Bolskem+izobra%C5%BEevanju&amp;title=Andragoska+Spoznanja&amp;issn=13185160&amp;date=2013-01-01&amp;volume=19&amp;issue=1&amp;spage=45&amp;au=Vadnjal%2C+Jaka&amp;isbn=&amp;jtitle=Andragoska+Spoznanja&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/10.4312%2Fas.19.1.45-57";ProQuest Central
Emotional Intelligence and Public Health Education: A Prescriptive Needs Assessment;Emotional Intelligence is an ability that is crucial to the field of public health due to the fact that it encompasses the practitioner’s ability to communicate professionally, show empathy, obtain patient compliance and promote sustainable lifestyle changes in communities. This study seeks to evaluate a public health program in order to determine what emotional intelligence training currently exists, and what the attitudes of stakeholders are regarding emotional intelligence and its importance to the field of public health. This is done through interviews with the faculty, administrators and students, as well as a questionnaire that asks students to assess their own abilities in the area of emotional intelligence. The information gathered makes it possible to formulate recommendations to further incorporate emotional intelligence-building activities into the program. Results of the study show a direct correlation between public health and emotional intelligence competencies, which makes it an ideal program in which to integrate further training. Additionally, results indicate a gap between student’s self perception regarding their emotional intelligence abilities, and the perception their faculty and administration of student’s abilities. Finally, a significant lack of student engagement due to dissatisfaction with acceptance requirements appears to contribute to the perception of low emotional intelligence on the part of the students. Recommendations for future development of emotional intelligence in the program include the incorporation of training into the existing Orientation week, the addition of case studies into the courses most naturally related to emotional intelligence-building, the provision of training seminars for faculty, the inclusion of an advanced seminar for students on a voluntary basis, and the evaluation of the program using both a self-report emotional intelligence questionnaire and the Mayer, Salovey and Caruso Emotional Intelligence Test (MSCEIT) at the beginning and end of each term in order to track program effectiveness in the long term.;1709243557;Dissertations & Theses;;Johnson, Debbi R.;;;" Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.";; Dissertation/Thesis;; 2013; 978-1-321-89345-8;;; English; English;;;2013;ProQuest Dissertations and Theses;2013;;https://search.proquest.com/docview/1709243557?accountid=11774; 0449 Educational leadership , 0680 Health education; 0449 Educational leadership , 0680 Health education;; 0449 Educational leadership , 0680 Health education;;; 0449 Educational leadership , 0680 Health education; Educational leadership , Health education; Education , Emotional intelligence , Higher education , Public health education;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:Education+Database&amp;atitle=&amp;title=Emotional+Intelligence+and+Public+Health+Education%3A+A+Prescriptive+Needs+Assessment&amp;issn=&amp;date=2013-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Johnson%2C+Debbi+R.&amp;isbn=978-1-321-89345-8&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,Social Science Premium Collection
A meta-analysis of the effectiveness of STEM-programs in the United States;"The federal government has been spending a large amount of funds on STEM programs. It is important to examine the effectiveness of such spending. Much research has been conducted in the past 30 years for this particular purpose; however, the results of such evaluations have not painted a clear picture of the effectiveness of STEM programs. The goal of this meta-analysis is to investigate whether STEM programs are successful in the outcomes they claim to achieve. Such a meta-analysis must integrate all of the empirical studies which reported their effort in evaluating the effectiveness of STEM programs, based on measures of (1) engagement, (2) capability, and (3) continuity (Jolly, Campbell, and Perlman (2004). Previous studies on the STEM program effectiveness used either a within-subject design or a between-subject design. First, each of these research designs was investigated independently to examine whether the particular design has an effect on estimates of STEM program effectiveness. In addition, other moderators were investigated to determine factors that could influence estimates of STEM program effectiveness: pedagogical types of programs, program funders, program creators, grade level of sample groups, regional locations, instrument reliabilities, publication types, time, etc. The metaanalysis covers literature published between 1980 and 2010. The total number of studies included in this meta-analysis is 91. This study finds that all three outcome variables have positive effect sizes at the moderate level with the weighted mean effect sizes of .346 for engagement, .456 for capability, and .369 for continuity measurements. Additionally, the between-subject design versus within-subject design has an effect on estimates of the engagement and capability outcomes of STEM programs. Finally, some moderator variables were statistically significant on the outcome variables with the mean effect sizes: program strategy, program creator, regional location, and educational level of sample group. These findings suggest the best pedagogical types of STEM programs, program creators, and the most effective target groups in order to achieve maximum effects of STEM programs.";1646483224;Dissertations & Theses;;An, Dayoung;;;" Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.";; Dissertation/Thesis;; 2013; 978-1-321-48338-3;;; English; English;;;2013;ProQuest Dissertations and Theses;2013;;https://search.proquest.com/docview/1646483224?accountid=11774; 0458 Education Policy , 0617 Public administration , 0630 Public policy , 0714 Science education; 0458 Education Policy , 0617 Public administration , 0630 Public policy , 0714 Science education;; 0458 Education Policy , 0617 Public administration , 0630 Public policy , 0714 Science education;;; 0458 Education Policy , 0617 Public administration , 0630 Public policy , 0714 Science education; Education Policy , Public administration , Public policy , Science education; Social sciences , Education , Program effectiveness , Program outcomes , STEM programs;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:Education+Database&amp;atitle=&amp;title=A+meta-analysis+of+the+effectiveness+of+STEM-programs+in+the+United+States&amp;issn=&amp;date=2013-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=An%2C+Dayoung&amp;isbn=978-1-321-48338-3&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,Social Science Premium Collection
Evaluation of EHR Training as a catalyst to achieve clinician satisfaction with technology in acute care setting;Training for Electronic Health Record (EHR) has been recognized as a key facilitator to ensure optimum use and satisfaction with technology. However, research on the ways in which training can promote user satisfaction with technology and a smooth transition to EHR is lacking. This study aims to expand the available literature on the delivery of effective EHR training. End-users may still not perceive the values that EHR can bring to healthcare by improving quality of care and streamlining the delivery of services, although these values are well established. Several barriers can account for the lack of perception, including limited resources, lack of organizational support, and poor clinical ownership of technology. Training provides an excellent tool to communicate the initiatives behind technology implementation, to help users understand the benefits that EHR can bring, and ultimately to improve the satisfaction of the end-users with technology and enhance their adoption. The organizations implementing EHR need to focus on delivery of effective training by allocating sufficient time and resources to training. Trainers need to link with users by understanding different learning styles and adult learning principles, and practicing these principles to support different training methods.;1520432451;Dissertations & Theses;;Youssef, Walid;;;" Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.";; Dissertation/Thesis;; 2013; 978-0-499-26580-7;;; English; English;;;2013;ProQuest Dissertations and Theses;2013;;https://search.proquest.com/docview/1520432451?accountid=11774; 0769 Health care management; 0769 Health care management;; 0769 Health care management;;; 0769 Health care management; Health care management; Health and environmental sciences , Electronic Health Records and adoption , Training;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:Healthcare+Administration+Database&amp;atitle=&amp;title=Evaluation+of+EHR+Training+as+a+catalyst+to+achieve+clinician+satisfaction+with+technology+in+acute+care+setting&amp;issn=&amp;date=2013-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Youssef%2C+Walid&amp;isbn=978-0-499-26580-7&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central
"""Can a basket hide an elephant?""— Engaged language policy and practices toward educational, linguistic, and socioeconomic equity in Vietnam";"Scholars concerned with education and socioeconomic equity increasingly argue that globalization and neoliberalism have brought about a troubling trend toward commodification and expansion of English language education (Coleman, 2011; Heller, 2012). Language and education scholars (Appleby, 2010; Phillipson, 2012) warn that English language spread largely entails linguistic and cultural homogenization, broad socio-economic stratification, massive resource exploitation, and deteriorated social welfare. Taking these concerns into account, this study employed engaged language policy (ELP) (Davis, forthcoming; Davis, Phyak, &amp; Bui, 2012) to explore Vietnamese language policy and planning from the perspectives of global ideologies, national agendas, and local transformation. At the macro level, this account describes how language policies, neoliberal ideologies increasingly fail to realize linguistic, cultural, economic equity. Drawing on Freire’s (1970) critical consciousness-raising approach, meso and micro analyses focus on portraying the dialogic processes of researcher, teachers, and minority students in a remote and mountainous province as they interrogate the impact of language policies and practices on their lives and work. Our collective findings indicate that, contrary to the state’s goal of promoting English for socioeconomic and educational advancement, language policies largely threaten social, educational and economic development, and minority students’ linguistic and cultural ecology. Since students in the region speak minority languages at home, they are disadvantaged by a Vietnamese as medium of instruction and English as required subject school policy. The study thus emphasizes the urgent need for a comprehensive understanding of the interconnectedness among cultural and linguistic complexity; language/literacy education; socio-economic needs; and local agency throughout the macro, meso, and micro level processes of language policy decision-making and implementation. It strongly recommends respecting home languages for effective schooling, a strong economy, resourceful citizens, and social security at local and global scales. To this end, the study advocates taking ELP as an effective epistemological and agentive approach at the center of language policy research; it cultivates and repositions individual and collective agency at the forefront of language policy activism while creating a respectful and intellectual forum between the researcher and multiple actors to facilitate transparent and transformative education, diversity, social welfare, and an egalitarian society.";1513230560;Dissertations & Theses;;Bui, Thuy Thi Ngoc;;;" Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.";; Dissertation/Thesis;; 2013; 978-1-303-79321-9;;; English; English;;;2013;ProQuest Dissertations and Theses;2013;;https://search.proquest.com/docview/1513230560?accountid=11774; 0282 Bilingual education , 0441 English as a Second Language , 0458 Education Policy; 0282 Bilingual education , 0441 English as a Second Language , 0458 Education Policy;; 0282 Bilingual education , 0441 English as a Second Language , 0458 Education Policy;;; 0282 Bilingual education , 0441 English as a Second Language , 0458 Education Policy; Bilingual education , English as a Second Language , Education Policy; Education , Bilingualism , Education , Engaged ethnography , English , Language policy , Multiculturalism , Vietnam;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:Education+Database&amp;atitle=&amp;title=%22Can+a+basket+hide+an+elephant%3F%22%E2%80%94+Engaged+language+policy+and+practices+toward+educational%2C+linguistic%2C+and+socioeconomic+equity+in+Vietnam&amp;issn=&amp;date=2013-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Bui%2C+Thuy+Thi+Ngoc&amp;isbn=978-1-303-79321-9&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,Social Science Premium Collection
