Title;Abstract;StoreId;AccessionNumber;AlternateTitle;ArticleType;AuthorAffiliation;Authors;coden;companies;copyright;correspondenceAuthor;digitalObjectIdentifier;documentType;elecISSN;elecPubDate;entryDate;isbn;issn;issue;language;languageOfSummary;originalTitle;pages;placeOfPublication;pubdate;pubtitle;publicationType;year;publisher;sourceAttrib;volume;DocumentURL;britishNursingIndexEdition;classification;classificationCodes;documentFeatures;majorClassificationCodes;notes;startPage;subjectClassifications;subjectTerms;subjects;URL;FindACopy;Database
An integrated approach to teaching and learning logistics: A case study;Business managers and students often criticise university teaching for not addressing real-life problems. Furthermore, professors are dissatisfied with the research capabilities of postgraduate students. This paper advocates an integrated approach to teaching and learning based on the features of project-based learning aimed at enhancing the practical and research skills of undergraduate students in Logistics. A case study is presented where third-year students were engaged in a real-life project in collaboration with industry, exposing them to collaborative learning, questionnaire design, surveys, analysing and evaluating results, literature review and report writing. The project was carried out in phases where students were assessed after each phase. The paper analyses the assessment of students and their perception of the value of the project. It is concluded that an integrated teaching and learning approach will increase students’ interest in the subject, understanding of theoretical concepts, research skills, business skills and life skills.;1898641280;;;Scholarly Journals;;Cronjé, Jacobus N;;; Copyright AOSIS (Pty) Ltd 2011;; 10.4102/jtscm.v5i1.21; Journal Article;;; 2011;;2310-8789;1; English; English;;; Johannesburg;2011;Journal of Transport and Supply Chain Management;;2011;;;5;https://search.proquest.com/docview/1898641280?accountid=11774;;;;;;; n/a;; Students , Collaboration , Skills , Case studies , Literature reviews , Logistics;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aabiglobal&amp;atitle=An+integrated+approach+to+teaching+and+learning+logistics%3A+A+case+study&amp;title=Journal+of+Transport+and+Supply+Chain+Management&amp;issn=23108789&amp;date=2011-01-01&amp;volume=5&amp;issue=1&amp;spage=&amp;au=Cronj%C3%A9%2C+Jacobus+N&amp;isbn=&amp;jtitle=Journal+of+Transport+and+Supply+Chain+Management&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/10.4102%2Fjtscm.v5i1.21";ProQuest Central,SciTech Premium Collection
Teams Battling Teams: Introducing Software Engineering Education in the First Year with ROBOCODE;In order to be effective software engineers, computer science undergraduate students must master not only core theoretical computer science foundations and programming skills, but also a variety of competencies having to do with design, the preparation of software-related documentation, and soft skills relating to effective teamwork. In many traditionally structured computer science programs, the acquisition of these software engineering skills is localized in very few points in the already dense computer science curriculum: most commonly in an introductory software engineering course that precedes a final, senior year capstone course. This curricular structure presents educators with two significant challenges: First, it makes the study and application of software engineering skills overly focused within the context of isolated, discrete courses. While understandably driven by the tight confines of the undergraduate curriculum, this isolation results in the perception that the content of such courses are a skill-set with limited applicability. Second, it means that students are generally unprepared for the challenges of software engineering learning activities when first encountered. With most introductory software engineering courses applying experiential learning and couching learning activities in the context of a team-based project, the challenge of mastering course content is complicated by what is, for most students, their first significant experience with teaming and the difficulties of managing not just their own work but also the work of their teammates.;1372618080; 18045551;;Scholarly Journals;;Georgas, John C;;;; Georgas, John C;; Journal Article , Conference;;; 2011;;;; English; English;; 01029-01012;;2011;American Society for Engineering Education. pp. 01029-12. 2011.; CSAPTjournals , CSAPTconferences;2011; American Society for Engineering Education;;;https://search.proquest.com/docview/1372618080?accountid=11774; American Society for Engineering Education. pp. 01029-12. 2011.; 93  Solid State and Superconductivity Education (SO) , 80  Management and Marketing (MT) , 93  Electronics and Communications Education (EA) , 93  Computers and Education (CI) , 80  Management and Marketing (CE); 93  Solid State and Superconductivity Education (SO) , 80  Management and Marketing (MT) , 93  Electronics and Communications Education (EA) , 93  Computers and Education (CI) , 80  Management and Marketing (CE);; 93  Solid State and Superconductivity Education (SO) , 80  Management and Marketing (MT) , 93  Electronics and Communications Education (EA) , 93  Computers and Education (CI) , 80  Management and Marketing (CE);; 01029; 93  Solid State and Superconductivity Education (SO) , 80  Management and Marketing (MT) , 93  Electronics and Communications Education (EA) , 93  Computers and Education (CI) , 80  Management and Marketing (CE); Skills , Computer programs , Learning , Education , Conferences , Perception , Students , Software engineering;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Acivilengineering&amp;atitle=Teams+Battling+Teams%3A+Introducing+Software+Engineering+Education+in+the+First+Year+with+ROBOCODE&amp;title=&amp;issn=&amp;date=2011-01-01&amp;volume=&amp;issue=&amp;spage=01029&amp;au=Georgas%2C+John+C&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/18045551&amp;rft_id=info:doi/";SciTech Premium Collection
Characters of a Successful Project Team: Anatomy of a Capstone Software Engineering Project;;1271882412;;;Conference Papers & Proceedings;;"Wang, Xiaohong (Sophie;Wheeler, Daniel;Boyd, Andrew;Ejaz, Omar";;; Copyright The Steering Committee of The World Congress in Computer Science, Computer Engineering and Applied Computing (WorldComp) 2011;;; General Information;;; 2011;;;; English; English;; 1-6; Athens;2011;Proceedings of the International Conference on Software Engineering Research and Practice (SERP);;2011;;;;https://search.proquest.com/docview/1271882412?accountid=11774;;;;;;; 1;;;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahightechjournals&amp;atitle=Characters+of+a+Successful+Project+Team%3A+Anatomy+of+a+Capstone+Software+Engineering+Project&amp;title=Proceedings+of+the+International+Conference+on+Software+Engineering+Research+and+Practice+%28SERP%29&amp;issn=&amp;date=2011-01-01&amp;volume=&amp;issue=&amp;spage=1&amp;au=Wang%2C+Xiaohong+%28Sophie%3BWheeler%2C+Daniel%3BBoyd%2C+Andrew%3BEjaz%2C+Omar&amp;isbn=&amp;jtitle=Proceedings+of+the+International+Conference+on+Software+Engineering+Research+and+Practice+%28SERP%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection
Developing a MMORPG game in One Semester;;1270655582;;;Conference Papers & Proceedings;;"Yoon, Ilmi;Ng, Gary";;; Copyright The Steering Committee of The World Congress in Computer Science, Computer Engineering and Applied Computing (WorldComp) 2011;;; General Information;;; 2011;;;; English; English;; 1-7; Athens;2011;Proceedings of the International Conference on Frontiers in Education: Computer Science and Computer Engineering (FECS);;2011;;;;https://search.proquest.com/docview/1270655582?accountid=11774;;;;;;; 1;;;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahightechjournals&amp;atitle=Developing+a+MMORPG+game+in+One+Semester&amp;title=Proceedings+of+the+International+Conference+on+Frontiers+in+Education%3A+Computer+Science+and+Computer+Engineering+%28FECS%29&amp;issn=&amp;date=2011-01-01&amp;volume=&amp;issue=&amp;spage=1&amp;au=Yoon%2C+Ilmi%3BNg%2C+Gary&amp;isbn=&amp;jtitle=Proceedings+of+the+International+Conference+on+Frontiers+in+Education%3A+Computer+Science+and+Computer+Engineering+%28FECS%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection
Collaboration using Social Networks for Team Projects;;1270655574;;;Conference Papers & Proceedings;;"Nygard, Kendall E;Bender, Lisa;Walia, Gursimran;Kong, Jun;Gagneja, Kanwal;LeNoue, Marvin";;; Copyright The Steering Committee of The World Congress in Computer Science, Computer Engineering and Applied Computing (WorldComp) 2011;;; General Information;;; 2011;;;; English; English;; 1-7; Athens;2011;Proceedings of the International Conference on Frontiers in Education: Computer Science and Computer Engineering (FECS);;2011;;;;https://search.proquest.com/docview/1270655574?accountid=11774;;;;;;; 1;;;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahightechjournals&amp;atitle=Collaboration+using+Social+Networks+for+Team+Projects&amp;title=Proceedings+of+the+International+Conference+on+Frontiers+in+Education%3A+Computer+Science+and+Computer+Engineering+%28FECS%29&amp;issn=&amp;date=2011-01-01&amp;volume=&amp;issue=&amp;spage=1&amp;au=Nygard%2C+Kendall+E%3BBender%2C+Lisa%3BWalia%2C+Gursimran%3BKong%2C+Jun%3BGagneja%2C+Kanwal%3BLeNoue%2C+Marvin&amp;isbn=&amp;jtitle=Proceedings+of+the+International+Conference+on+Frontiers+in+Education%3A+Computer+Science+and+Computer+Engineering+%28FECS%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection
Prior Experience as an Indicator of Team Effectiveness in Software Engineering Courses;;1270655565;;;Conference Papers & Proceedings;;"Assiter, Karina;Suresh, Durga";;; Copyright The Steering Committee of The World Congress in Computer Science, Computer Engineering and Applied Computing (WorldComp) 2011;;; General Information;;; 2011;;;; English; English;; 1-5; Athens;2011;Proceedings of the International Conference on Frontiers in Education: Computer Science and Computer Engineering (FECS);;2011;;;;https://search.proquest.com/docview/1270655565?accountid=11774;;;;;;; 1;;;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahightechjournals&amp;atitle=Prior+Experience+as+an+Indicator+of+Team+Effectiveness+in+Software+Engineering+Courses&amp;title=Proceedings+of+the+International+Conference+on+Frontiers+in+Education%3A+Computer+Science+and+Computer+Engineering+%28FECS%29&amp;issn=&amp;date=2011-01-01&amp;volume=&amp;issue=&amp;spage=1&amp;au=Assiter%2C+Karina%3BSuresh%2C+Durga&amp;isbn=&amp;jtitle=Proceedings+of+the+International+Conference+on+Frontiers+in+Education%3A+Computer+Science+and+Computer+Engineering+%28FECS%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection
Transforming Undergraduate Computer Science into Software Engineering;;1270655490;;;Conference Papers & Proceedings;;"Daimi, Kevin;Snyder, Katy";;; Copyright The Steering Committee of The World Congress in Computer Science, Computer Engineering and Applied Computing (WorldComp) 2011;;; General Information;;; 2011;;;; English; English;; 1-7; Athens;2011;Proceedings of the International Conference on Frontiers in Education: Computer Science and Computer Engineering (FECS);;2011;;;;https://search.proquest.com/docview/1270655490?accountid=11774;;;;;;; 1;;;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahightechjournals&amp;atitle=Transforming+Undergraduate+Computer+Science+into+Software+Engineering&amp;title=Proceedings+of+the+International+Conference+on+Frontiers+in+Education%3A+Computer+Science+and+Computer+Engineering+%28FECS%29&amp;issn=&amp;date=2011-01-01&amp;volume=&amp;issue=&amp;spage=1&amp;au=Daimi%2C+Kevin%3BSnyder%2C+Katy&amp;isbn=&amp;jtitle=Proceedings+of+the+International+Conference+on+Frontiers+in+Education%3A+Computer+Science+and+Computer+Engineering+%28FECS%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection
On the Use of Scrum in Project Driven Higher Education;;1270655474;;;Conference Papers & Proceedings;;"Persson, Mia;Kruzela, Ivan;Allder, Kristina;Johansson, Olof;Johansson, Per";;; Copyright The Steering Committee of The World Congress in Computer Science, Computer Engineering and Applied Computing (WorldComp) 2011;;; General Information;;; 2011;;;; English; English;; 1-6; Athens;2011;Proceedings of the International Conference on Frontiers in Education: Computer Science and Computer Engineering (FECS);;2011;;;;https://search.proquest.com/docview/1270655474?accountid=11774;;;;;;; 1;;;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahightechjournals&amp;atitle=On+the+Use+of+Scrum+in+Project+Driven+Higher+Education&amp;title=Proceedings+of+the+International+Conference+on+Frontiers+in+Education%3A+Computer+Science+and+Computer+Engineering+%28FECS%29&amp;issn=&amp;date=2011-01-01&amp;volume=&amp;issue=&amp;spage=1&amp;au=Persson%2C+Mia%3BKruzela%2C+Ivan%3BAllder%2C+Kristina%3BJohansson%2C+Olof%3BJohansson%2C+Per&amp;isbn=&amp;jtitle=Proceedings+of+the+International+Conference+on+Frontiers+in+Education%3A+Computer+Science+and+Computer+Engineering+%28FECS%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection
A Microcosm for Effective Undergraduate Education of Computer Science;;1270655454;;;Conference Papers & Proceedings;;Bieszczad, Andrzej;;; Copyright The Steering Committee of The World Congress in Computer Science, Computer Engineering and Applied Computing (WorldComp) 2011;;; General Information;;; 2011;;;; English; English;; 1-7; Athens;2011;Proceedings of the International Conference on Frontiers in Education: Computer Science and Computer Engineering (FECS);;2011;;;;https://search.proquest.com/docview/1270655454?accountid=11774;;;;;;; 1;;;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahightechjournals&amp;atitle=A+Microcosm+for+Effective+Undergraduate+Education+of+Computer+Science&amp;title=Proceedings+of+the+International+Conference+on+Frontiers+in+Education%3A+Computer+Science+and+Computer+Engineering+%28FECS%29&amp;issn=&amp;date=2011-01-01&amp;volume=&amp;issue=&amp;spage=1&amp;au=Bieszczad%2C+Andrzej&amp;isbn=&amp;jtitle=Proceedings+of+the+International+Conference+on+Frontiers+in+Education%3A+Computer+Science+and+Computer+Engineering+%28FECS%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection
Arduino for Teaching Embedded Systems. Are Computer Scientists and Engineering Educators Missing the Boat?;;1270655390;;;Conference Papers & Proceedings;;Jamieson, Peter;;; Copyright The Steering Committee of The World Congress in Computer Science, Computer Engineering and Applied Computing (WorldComp) 2011;;; General Information;;; 2011;;;; English; English;; 1-6; Athens;2011;Proceedings of the International Conference on Frontiers in Education: Computer Science and Computer Engineering (FECS);;2011;;;;https://search.proquest.com/docview/1270655390?accountid=11774;;;;;;; 1;;;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahightechjournals&amp;atitle=Arduino+for+Teaching+Embedded+Systems.+Are+Computer+Scientists+and+Engineering+Educators+Missing+the+Boat%3F&amp;title=Proceedings+of+the+International+Conference+on+Frontiers+in+Education%3A+Computer+Science+and+Computer+Engineering+%28FECS%29&amp;issn=&amp;date=2011-01-01&amp;volume=&amp;issue=&amp;spage=1&amp;au=Jamieson%2C+Peter&amp;isbn=&amp;jtitle=Proceedings+of+the+International+Conference+on+Frontiers+in+Education%3A+Computer+Science+and+Computer+Engineering+%28FECS%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection
Innovative problem-oriented pedagogies in engineering education: Conceptualizations and management of tensions;The demands on engineering educators are high and they are being challenged to create learning environments that not only teach technical skills better, but also incorporate process skills and foster other graduate attributes. Problem-based learning (and its variants) has been deemed to meet the needs of educators and society in preparing the engineers of the 21 st century. But with pedagogical innovations like PBL, comfortable routines related to the structure and flow of classroom activity are disrupted for both educators and students. In addition to having to manage changes within their classroom processes and routines, engineering educators must also interact and operate within the larger systems in which their classrooms are embedded, the university. The structure and culture of the university system may facilitate or hinder the teaching intentions and goals of educators, as this larger system can impose its own set of tensions. The purpose of this qualitative study was to explore and describe the variation in engineering educators' ways of experiencing tensions in PBL implementations, as well as how they managed the tensions. In the specific context of the first two years of undergraduate engineering education, the research questions were (1) based on their teaching practices, what are the predominant tensions encountered by engineering educators? (2) What are the qualitatively different ways in which engineering educators experience tensions with a PBL implementation in their teaching practices? (3) How do engineering educators manage these tensions? The methodology used was phenomenography, a research framework that focuses on the relationship between a phenomenon and people's conception of the phenomenon. Data were collected through an online survey. The survey served as a sampling strategy and respondents who met inclusion criteria were invited to participate in semi-structured interviews. The population was engineering educators in the United States who were implementing problem-based learning (PBL), and all its variants (i.e., project-based learning) within their engineering teaching practice. The sample of survey respondents was 313, while the sample for interviews was 14. This study was informed by activity theory as the theoretical lens. It provided this author with the language to describe the embedded nature of the activity systems in which engineering educators found themselves with their implementations and management of an active learning approach (PBL) in a traditionally subject-centered, lecture-based hierarchical engineering education culture. Results revealed that the predominant tensions encountered by these engineering educators in this study were the students' initial discomfort with the transition to PBL, the educators' role as instructor versus facilitator, and the individual versus the organizational value assigned to teaching. Tensions related to the students' initial discomfort with the transition to PBL were addressed by managing expectations and aligning learning activities with the learner level. Tensions related to the educators' role as instructor versus facilitator were managed by shifting the relationship between the content, the student, and the instructor, and optimizing the use of the instructor during class time. Finally, tensions of depth versus breadth of curriculum were managed by making adjustments to the learning environment, to the content, and to the use of instructor and class time. Implications, limitations, and future research are discussed.;1014166252;;;Dissertations & Theses;;van Barneveld, Evangelia;;;" Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.";;; Dissertation/Thesis;;; 2011; 978-1-267-31157-3;;; English; English;;;;2011;ProQuest Dissertations and Theses;;2011;;;;https://search.proquest.com/docview/1014166252?accountid=11774;; 0447 Instructional Design , 0710 Educational technology , 0747 Vocational education; 0447 Instructional Design , 0710 Educational technology , 0747 Vocational education;; 0447 Instructional Design , 0710 Educational technology , 0747 Vocational education;;; 0447 Instructional Design , 0710 Educational technology , 0747 Vocational education; Instructional Design , Educational technology , Vocational education; Education , Engineering education , Innovative pedagogy , Problem-based learning , Project-based learning;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:Publicly+Available+Content+Database&amp;atitle=&amp;title=Innovative+problem-oriented+pedagogies+in+engineering+education%3A+Conceptualizations+and+management+of+tensions&amp;issn=&amp;date=2011-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=van+Barneveld%2C+Evangelia&amp;isbn=978-1-267-31157-3&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central
Promoting Collaboration in a Project-Based E-Learning Context;In this paper we investigate the value of collaboration scripts for promoting metacognitive knowledge in a project-based e-learning context. In an empirical study, 82 students worked individually and in groups on a project using the e-learning environment MyProject, in which the life cycle of a project is inherent. Students followed a particular collaboration script that combines individual and collaborative activities, aiming to promote individual and socially shared reflective thinking during the planning and evaluation phases of the project. We analysed group discussions and evaluation questionnaires, and the results provide evidence about the importance of the design variables considered in the collaboration script for cultivating metacognitive knowledge, such as project phase, roles undertaken by students, degree and type of interaction, type of activities and products, and activity sequencing.;2025777066;;;Scholarly Journals; School of Pedagogical & Technological Education , University of Athens;"Papanikolaou, Kyparisia;Boubouka, Maria";;; Copyright Taylor & Francis Ltd. Winter 2010/2011;;; Journal Article;;; Winter 2010/2011;;1539-1523;2; English; English;; 135-155; Eugene;Winter 2010/2011;Journal of Research on Technology in Education;;2010;;;43;https://search.proquest.com/docview/2025777066?accountid=11774;;;;;;; 135;; Research , Students , Collaboration , Communication , Multimedia , Planning , Peers , School environment , Knowledge , Online instruction , Design , Blended learning , Metacognition , Inquiry method , Independent study , Cognition & reasoning;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=Promoting+Collaboration+in+a+Project-Based+E-Learning+Context&amp;title=Journal+of+Research+on+Technology+in+Education&amp;issn=15391523&amp;date=2010-12-01&amp;volume=43&amp;issue=2&amp;spage=135&amp;au=Papanikolaou%2C+Kyparisia%3BBoubouka%2C+Maria&amp;isbn=&amp;jtitle=Journal+of+Research+on+Technology+in+Education&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,Social Science Premium Collection
The effects of using problem-based learning in science and technology teaching upon students' academic achievement and levels of structuring concepts;"The present study aimed to investigate the impact of the problem-based learning method used in science and technology teaching upon elementary school students' construction levels for the concepts concerning the ""Systems in Our Body"" unit in the science and technology course and their academic achievement. To this end, during the four-week experimental application process, the course was taught using the problem-based learning method in the experimental group and the control group curriculum was only based on the science and technology textbook. The study used two groups including the experimental (n=20) and control (n=21) groups, and the study used the pretest posttest control group semi-experimental design. The analysis of the obtained data revealed a significant difference in favor of the experimental group on students' scores on the academic achievement test and the open-ended questions that identified their construction levels for the concepts. This study should guide further studies and to help determine the effectiveness of the method in question on elementary school students.";1955058854;;;Scholarly Journals; Usak University, Faculty of Education, Department of Science Education, Usak, TURKEY Email: dideminel@gmail.com , Dokuz Eylul University, Faculty of Education, Department of Science Education, Izmir, TURKEY;"Inel, Didem;Balim, Ali Günay";;; Copyright The Education University of Hong Kong, Department of Science and Environmental Studies Dec 2010;;; Journal Article;;; Dec 2010;;;2; English; English;; 1-23; Hong Kong;Dec 2010;Asia - Pacific Forum on Science Learning and Teaching;;2010;;;11;https://search.proquest.com/docview/1955058854?accountid=11774;;;;;;; 1;; International conferences , Cooperative learning , Teaching methods , Problems , Achievement tests , Concept mapping , Curricula , Science education , Academic achievement , Knowledge , Science teachers , Critical thinking , Cognitive ability , Problem based learning , Cognition & reasoning;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=The+effects+of+using+problem-based+learning+in+science+and+technology+teaching+upon+students%27+academic+achievement+and+levels+of+structuring+concepts&amp;title=Asia+-+Pacific+Forum+on+Science+Learning+and+Teaching&amp;issn=&amp;date=2010-12-01&amp;volume=11&amp;issue=2&amp;spage=1&amp;au=Inel%2C+Didem%3BBalim%2C+Ali+G%C3%BCnay&amp;isbn=&amp;jtitle=Asia+-+Pacific+Forum+on+Science+Learning+and+Teaching&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,Social Science Premium Collection
Database Design Learning: A Project-Based Approach Organized through a Course Management System;This paper describes an active method for database design learning through practical tasks development by student teams in a face-to-face course. This method integrates project-based learning, and project management techniques and tools. Some scaffolding is provided at the beginning that forms a skeleton that adapts to a great variety of student-proposed domain projects and emulates the real way of working in database design. We include a quasi-experimental study in which the results of five academic years are analyzed. The first three years a traditional strategy was followed and a course management system was used as material repository. The active method was introduced for the last two years and coexisted with the traditional one. The course management system greatly simplifies the management of the numerous documents produced, the description and scheduling of tasks, the identification of teams, as well as all communication needs. In this study we analyze aspects such as exam dropout rates, exam passing rates, exam marks, and class attendance. Students that followed this active learning approach obtained better results than those that followed a traditional strategy. Besides, the experience of the introduction of such a method in a student subgroup positively influenced the whole group. (Contains 2 tables and 6 figures.);754905984; EJ892503;;Scholarly Journals;;"Dominguez, Cesar;Jaime, Arturo";;;;; 10.1016/j.compedu.2010.06.001; Article , Report , 080: Journal Articles , 142: Reports - Evaluative;;; Nov 2010;;0360-1315;3; English; English;; 1312-1320;;Nov 2010;Computers & Education; Scholarly Journals , Reports;2010; http://www.elsevier.com; ERIC, © Elsevier;55;https://search.proquest.com/docview/754905984?accountid=11774;;;;;;; 1312;;  2603ER5 2780ER5  2591 2768 ,  10282ER5 9179ER5 126ER5  10240 9146 126 ,  717ER5  715 ,  124ER5 5901ER5  124 5882 ,  9154ER5 10664ER5 3241ER5 6603ER5  9121 10621 3227 6582 ,  10685ER5 4527ER5 912ER5  10642 4511 909 ,  10827ER5 6467ER5 6603ER5  10783 6446 6582 ,  5930ER5 6603ER5  5911 6582 ,  2236ER5 5901ER5  2225 5882 ,  2026ER5 2085ER5 2084ER5 10719ER5  2015 2074 2073 10675 ,  5321ER5 5184ER5 2085ER5 2084ER5 10719ER5 2056ER5 7077ER5  5304 5167 2074 2073 10675 2045 7051 ,  2065ER5 5172ER5 8290ER5 3164ER5  2054 5155 8260 3150 ,  2054ER5 1860ER5 10724ER5 1873ER5 10713ER5  2043 10680 1862 10669 1849 ,  5265ER5  5248 ,  3278ER5 3241ER5 6603ER5  3264 3227 6582 ,  8562ER5 8879ER5 2780ER5  8531 8847 2768 ,  1966ER5 3643ER5 6603ER5  1955 3629 6582; Higher Education , Postsecondary Education;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeric&amp;atitle=Database+Design+Learning%3A+A+Project-Based+Approach+Organized+through+a+Course+Management+System&amp;title=Computers+%26+Education&amp;issn=03601315&amp;date=2010-11-01&amp;volume=55&amp;issue=3&amp;spage=1312&amp;au=Dominguez%2C+Cesar%3BJaime%2C+Arturo&amp;isbn=&amp;jtitle=Computers+%26+Education&amp;btitle=&amp;rft_id=info:eric/EJ892503&amp;rft_id=info:doi/10.1016%2Fj.compedu.2010.06.001";Social Science Premium Collection
A Systematic Review of Developing Team Competencies in Information Systems Education;The ability to work effectively in teams has been a key competence for information systems engineers for a long time. Gradually, more attention is being paid to developing this generic competence as part of academic curricula, resulting in two questions: how to best promote team competencies and how to implement team projects successfully. These questions are closely interwoven and need to be looked at together. To address these questions, this paper identifies relevant studies and approaches, best practices, and key findings in the field of information systems education and related fields such as computer science and business, and examines them together to develop a systematic framework. The framework is intended to categorize existing research on teams and team competencies in information systems education and to guide information systems educators in supporting teamwork and promoting team competencies in students at the course and curricular level in the context of teaching in tertiary education. (Contains 1 table and 2 figures.);815959608; EJ902686;;Scholarly Journals;;Figl, Kathrin;;;;;; Article , Report , 080: Journal Articles , 141: Reports - Descriptive;;; Oct 2010 - Dec 2010;;1055-3096;3; English; English;; 323-337;;Oct 2010 - Dec 2010;Journal of Information Systems Education; Scholarly Journals , Reports;2010; http://www.jise.org; ERIC, © Journal of Information Systems Education (JISE);21;https://search.proquest.com/docview/815959608?accountid=11774;;;;;;; 323;;  5184ER5  5167 ,  2065ER5 5172ER5 8290ER5 3164ER5  2054 5155 8260 3150 ,  1983ER5 3164ER5  1972 3150 ,  945ER5 10069ER5 6603ER5  942 10031 6582 ,  10684ER5 10984ER5  10641 10939 ,  10685ER5 4527ER5 912ER5  10642 4511 909 ,  5902ER5 126ER5  5883 126 ,  2532ER5 3198ER5 2799ER5  2521 3184 2787 ,  6723ER5 1981ER5 1ER5 9726ER5  6701 1970 1 9690 ,  6143ER5 8508ER5  6124 8477 ,  10664ER5 3241ER5 6603ER5  10621 3227 6582 ,  3256ER5  3242; Higher Education , Postsecondary Education;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeric&amp;atitle=A+Systematic+Review+of+Developing+Team+Competencies+in+Information+Systems+Education&amp;title=Journal+of+Information+Systems+Education&amp;issn=10553096&amp;date=2010-10-01&amp;volume=21&amp;issue=3&amp;spage=323&amp;au=Figl%2C+Kathrin&amp;isbn=&amp;jtitle=Journal+of+Information+Systems+Education&amp;btitle=&amp;rft_id=info:eric/EJ902686&amp;rft_id=info:doi/";Social Science Premium Collection
