Title;Abstract;StoreId;AccessionNumber;AlternateTitle;ArticleType;AuthorAffiliation;Authors;coden;companies;contractNumber;copyright;digitalObjectIdentifier;documentType;elecISSN;elecPubDate;entryDate;isbn;issn;issue;language;languageOfSummary;originalTitle;pages;placeOfPublication;pubdate;pubtitle;publicationType;year;publisher;sourceAttrib;volume;DocumentURL;classification;classificationCodes;documentFeatures;majorClassificationCodes;notes;startPage;subjectClassifications;subjectHeadings;subjectTerms;subjects;FindACopy;Database
Virtual Teams and Synchronous Presentations: An Online Class Experience;Global expansion, cost containment, and technology advances have all played a role in the increase of virtual teams in today's workplace. Virtual teams in an online graduate information technology management class prepared and presented synchronous presentations over a business or non-profit sector case. This paper includes a brief literature review of virtual teams and synchronous presentations, strategies suggested for virtual teams, the process used for this assignment, and feedback from the students in the course. The students in the course overwhelmingly recommended the format of the virtual team synchronous case assignment for other online projects. Lessons learned as recommendations for future implementation are also included.;1941341166; EJ1145188;;Scholarly Journals;;Adkins, Joni K.;;;;;; Article , Report , 080: Journal Articles , 141: Reports - Descriptive; 1545-679X;; Aug 2013;;;4; English; English;; 61-65;;Aug 2013;Information Systems Education Journal; Scholarly Journals , Reports;2013; http://isedj.org; ERIC, © Information Systems and Computing Academic Professionals;11;https://search.proquest.com/docview/1941341166?accountid=11774;;;;;; 61;;;  10685ER5 4527ER5 912ER5  10642 4511 909 ,  10457ER5 1860ER5  10414 1849 ,  7356ER5 2085ER5 2084ER5 10719ER5 2362ER5 2526ER5  7330 2074 2073 10675 2351 2515 ,  3282ER5 10713ER5  3268 10669 ,  10719ER5  10675 ,  677ER5 5259ER5  675 5242 ,  4467ER5 1815ER5 10321ER5 8043ER5 4558ER5  4452 1806 10278 8016 4542 ,  10219ER5 732ER5  10181 730 ,  10282ER5 9179ER5 126ER5  10240 9146 126 ,  3939ER5 5365ER5 8800ER5  3924 5348 8768; Higher Education , Postsecondary Education;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeric&amp;atitle=Virtual+Teams+and+Synchronous+Presentations%3A+An+Online+Class+Experience&amp;title=Information+Systems+Education+Journal&amp;issn=1545-679X&amp;date=2013-08-01&amp;volume=11&amp;issue=4&amp;spage=61&amp;au=Adkins%2C+Joni+K.&amp;isbn=&amp;jtitle=Information+Systems+Education+Journal&amp;btitle=&amp;rft_id=info:eric/EJ1145188&amp;rft_id=info:doi/";Social Science Premium Collection
Doctor of Nursing Practice Programs: Opportunities for Faculty Development: [1];"  This article examines development opportunities for faculty teaching in Doctor of Nursing Practice (DNP) programs. Although faculty development for DNP programs is similar to that of other academic programs, faculty may need different strategies for teaching, scholarship, and service because DNP programs focus on translation of science into practice, systems-level changes, clinical scholarship, and the highest levels of advanced nursing practice. Faculty and student collaboration across DNP and PhD programs provide new approaches for translating research into practice and generating practice questions in need of further scientific development. Specific faculty development strategies for facilitating this collaboration are essential. Capstone projects pose special opportunities for faculty development due to the integration of these projects within diverse practice environments, with differing expectations, regulations, and pacing compared with research. Linking new care delivery models with health informatics is expected to facilitate rapid translation of research and development of improvements in practice. [J Nurs Educ. 2013;52(8):453-461.] [PUBLICATION ABSTRACT]";1555292293;;;Scholarly Journals;;"Sebastian, Juliann G;White Delaney, Connie"; JNUEAW;;; Copyright 2013, SLACK Incorporated; 10.3928/01484834-20130722-02; Journal Article;;; Aug 2013;;0148-4834;8; English; English;; 453-461; Thorofare;Aug 2013;Journal of Nursing Education;;2013;;;52;https://search.proquest.com/docview/1555292293?accountid=11774;;;;;; 453;;;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=Doctor+of+Nursing+Practice+Programs%3A+Opportunities+for+Faculty+Development%3A+%5B1%5D&amp;title=Journal+of+Nursing+Education&amp;issn=01484834&amp;date=2013-08-01&amp;volume=52&amp;issue=8&amp;spage=453&amp;au=Sebastian%2C+Juliann+G%3BWhite+Delaney%2C+Connie&amp;isbn=&amp;jtitle=Journal+of+Nursing+Education&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/10.3928%2F01484834-20130722-02";ProQuest Central,Social Science Premium Collection
Doctor of Nursing Practice Programs: Opportunities for Faculty Development;"  This article examines development opportunities for faculty teaching in Doctor of Nursing Practice (DNP) programs. Although faculty development for DNP programs is similar to that of other academic programs, faculty may need different strategies for teaching, scholarship, and service because DNP programs focus on translation of science into practice, systems-level changes, clinical scholarship, and the highest levels of advanced nursing practice. Faculty and student collaboration across DNP and PhD programs provide new approaches for translating research into practice and generating practice questions in need of further scientific development. Specific faculty development strategies for facilitating this collaboration are essential. Capstone projects pose special opportunities for faculty development due to the integration of these projects within diverse practice environments, with differing expectations, regulations, and pacing compared with research. Linking new care delivery models with health informatics is expected to facilitate rapid translation of research and development of improvements in practice. [ J Nurs Educ. 2013;52(8):453--461.]";1416812082; 23909564;;Scholarly Journals;;"Sebastian, Juliann G, PhD, RN, FAAN;White Delaney, Connie, PhD, RN, FAAN, FACMI"; JNUEAW;;; Copyright 2013, SLACK Incorporated; 10.3928/01484834-20130722-02; Journal Article;;; Aug 2013;;0148-4834;8; English; English;; 453-461; Thorofare;Aug 2013;Journal of Nursing Education;;2013;;;52;https://search.proquest.com/docview/1416812082?accountid=11774;;; Tables;;; 453;; Education, Nursing, Baccalaureate -- organization & administration , Humans , Nursing Informatics -- organization & administration , Nursing Research -- organization & administration , Program Development; Graduate studies , Nursing education , Teacher education , Experiential learning , United States--US;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=Doctor+of+Nursing+Practice+Programs%3A+Opportunities+for+Faculty+Development&amp;title=Journal+of+Nursing+Education&amp;issn=01484834&amp;date=2013-08-01&amp;volume=52&amp;issue=8&amp;spage=453&amp;au=Sebastian%2C+Juliann+G%2C+PhD%2C+RN%2C+FAAN%3BWhite+Delaney%2C+Connie%2C+PhD%2C+RN%2C+FAAN%2C+FACMI&amp;isbn=&amp;jtitle=Journal+of+Nursing+Education&amp;btitle=&amp;rft_id=info:eric/23909564&amp;rft_id=info:doi/10.3928%2F01484834-20130722-02";ProQuest Central,Social Science Premium Collection
EFFECT OF PROBLEM-BASED LEARNING ON SENIOR SECONDARY SCHOOL STUDENTS' ACHIEVEMENTS IN FURTHER MATHEMATICS;  The study investigated the effect of Problem-based learning (PBL) on senior secondary school students' achievements in Further Mathematics (FM) in Nigeria within the blueprint of pre-test-post-test non-equivalent control group quasi-experimental design. Intact classes were used and in all, 96 students participated in the study (42 in the experimental group taught with the PBL and 54 in the control group taught using the Traditional Method (TM)). One research instrument manipulated at two levels namely: Teacher-Made Test (TMT) and Researcher-Designed Test (RDT), was developed and used for the study and data collected were analysed using the descriptive statistics of mean and standard deviation which served as precursor to testing the two hypotheses for the study using an independent samples t-test. Results showed that there were statistically significant differences in the mean post-test achievement scores on TMT and mean post-test achievement scores on RDT between students exposed to the PBL and those exposed to the TM, all in favour of the PBL group. Based on the results, the study recommended that the PBL should be adopted as alternative instructional strategy to the TM in enhancing meaningful learning in Further Mathematics classrooms and efforts should be made to integrate the philosophy of PBL into the pre-service teachers' curriculum at the teacher-preparation institutions in Nigeria. [PUBLICATION ABSTRACT];1505017641;;;Scholarly Journals;;"Fatade, Alfred Olufemi;Mogari, David;Arigbabu, Abayomi Adelaja";;;; Copyright Babes Bolyai University, Didactics of Exact Sciences Chair 2013;; Feature;;; 2013;;;3; English; English;; 27-43; Cluj-Napoca;2013;Acta Didactica Napocensia;;2013;;;6;https://search.proquest.com/docview/1505017641?accountid=11774;;; References , Tables;;; 27;;; Studies , Teaching , Core curriculum , Teachers , Education , Cognitive ability , Mathematics , Learning , Cognition & reasoning , Textbooks , Governmental reform , Nigeria , Namibia;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=EFFECT+OF+PROBLEM-BASED+LEARNING+ON+SENIOR+SECONDARY+SCHOOL+STUDENTS%27+ACHIEVEMENTS+IN+FURTHER+MATHEMATICS&amp;title=Acta+Didactica+Napocensia&amp;issn=&amp;date=2013-07-01&amp;volume=6&amp;issue=3&amp;spage=27&amp;au=Fatade%2C+Alfred+Olufemi%3BMogari%2C+David%3BArigbabu%2C+Abayomi+Adelaja&amp;isbn=&amp;jtitle=Acta+Didactica+Napocensia&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,Social Science Premium Collection
Semantic Wiki: A Tool for Collaborative Learning Environment in Computer Engineering Education;  Computer engineering education encourages students to enhance their communication skills, critical thinking, analysis capabilities and abilities with group working. A successful way of improving student abilities is to organize them in work teams for specific tasks. These specific tasks play an important role for computer engineering students to gain habit of working together during all stages of a project development. Active learning methods can be used in the development of fundamental student qualifications. Collaborative learning methods such as project oriented learning and problem based learning are beneficial techniques to accomplish powerful active learning to promote engineering student's creative and critical thinking. In recent years, web-based collaborative learning strategies have emerged with the growing usage of Web 2.0 based internet technologies which allow web users to create and exchange information actively. One of the most popular tools is the Media Wiki platform used for collaboration among students in web-based education. This Wiki tool creates new opportunities for students to edit learning resources and to share, create, discuss or to modify their projects together. Wikis are mature technology constructed with new trends in e-leaming education such as discussion pages and history pages. On the other hand, Semantic Wiki that is a combination of Wiki and Semantic Web (Web 3.0) technology has not completely explored yet. Semantic Wiki enables users more advanced searching and navigation facilities by using annotations of course materials. In this paper, we introduce the opportunities of Media Wiki and Semantic Wiki platforms for collaborative computer engineering education. [PUBLICATION ABSTRACT];1470365168;;;Scholarly Journals;;"Çetin, Gürcan;Karakis, Rukiye;Çetin, Aydin";;;; Copyright Nesibe Aydin Education Institutions 2013;; Feature;;; 2013;;2146-8249;4; English; English;; 77-86; Ankara;2013;Journal of Education and Future;;2013;;;;https://search.proquest.com/docview/1470365168?accountid=11774;;; Diagrams , Photographs , References;;; 77;;; College students , Education , Studies , School environment , Programming languages , Learning , Computer networks , Computer engineering , Critical thinking , Semantics , Independent study;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=Semantic+Wiki%3A+A+Tool+for+Collaborative+Learning+Environment+in+Computer+Engineering+Education&amp;title=Journal+of+Education+and+Future&amp;issn=21468249&amp;date=2013-07-01&amp;volume=&amp;issue=4&amp;spage=77&amp;au=%C3%87etin%2C+G%C3%BCrcan%3BKarakis%2C+Rukiye%3B%C3%87etin%2C+Aydin&amp;isbn=&amp;jtitle=Journal+of+Education+and+Future&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,Social Science Premium Collection
Service-Learning in a Capstone Modeling Course;  A capstone course is often synthetic, bringing together many components of a student's educational background. For this reason, a project-based course in mathematical modeling makes a great capstone, as modeling problems often require a broad collection of mathematical tools for their solution. The addition of a service-learning component can further deepen the capstone experience, as it informs the way students look at a problem and motivates them to create solutions that are both reasonable and implementable. Students also have an added incentive to improve their written and oral skills for their final presentations. In this article, we describe how to build and incorporate a project from a community partner into a modeling capstone course. We include teaching notes and some student responses. [PUBLICATION ABSTRACT];1467230710;;;Scholarly Journals;;Berkove, Ethan;;;; Copyright Taylor & Francis Ltd. 2013;; Feature;;; 2013;;1051-1970;6; English; English;; 507-518; Philadelphia;2013;Primus : Problems, Resources, and Issues in Mathematics Undergraduate Studies;;2013;;;23;https://search.proquest.com/docview/1467230710?accountid=11774;;; Tables , References;;; 507;;; Service learning , Teaching methods , Mathematics;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=Service-Learning+in+a+Capstone+Modeling+Course&amp;title=Primus+%3A+Problems%2C+Resources%2C+and+Issues+in+Mathematics+Undergraduate+Studies&amp;issn=10511970&amp;date=2013-07-01&amp;volume=23&amp;issue=6&amp;spage=507&amp;au=Berkove%2C+Ethan&amp;isbn=&amp;jtitle=Primus+%3A+Problems%2C+Resources%2C+and+Issues+in+Mathematics+Undergraduate+Studies&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection,Social Science Premium Collection
Teaching Case Enterprise Architecture Specification Case Study;"  A graduate course in enterprise architecture had a team project component in which a real-world business case, provided by an industry sponsor, formed the basis of the project charter and the architecture statement of work. The paper aims to share the team project experience on developing the architecture specifications based on the business case of an accountable health care organization. Students collaborated as a team in various roles to develop the architecture specifications for a new business initiative of the sponsoring organization, XYZ ACO. The teaching case describes the case study approach and the architecture approach adopted for the architecture process, and is accompanied by Teaching Case Notes which provide a selection of the models developed by members of the project team towards the architecture specifications. The course started with coverage of enterprise architecture theory, best practices and standards, and the team project gave students the opportunity to apply their theoretical knowledge and ""learn by doing"". Students were challenged to interpret the business case, the project charter and project requirements, and each team member was allocated an architecture viewpoint and a role to play. The Teaching Case presents a summary of the team project and the lessons learned in performing the project. [PUBLICATION ABSTRACT]";1462047062;;;Scholarly Journals;;"Steenkamp, Annette Lerine;Alawdah, Amal;Almasri, Osama;Gai, Keke;Khattab, Nidal;Swaby, Carval;Abaas, Ramy";;;; Copyright EDSIG Summer 2013;; Feature;;; Summer 2013;;1055-3096;2; English; English;; 105-119; West Lafayette;Summer 2013;Journal of Information Systems Education;;2013;;;24;https://search.proquest.com/docview/1462047062?accountid=11774;;; Diagrams , Tables , References;;; 105;;; Information technology , Secondary school students , Medicare , Learning , Architecture , Cognition & reasoning , Design specifications , Health care , Feedback , Pedagogy;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aabiglobal&amp;atitle=Teaching+Case+Enterprise+Architecture+Specification+Case+Study&amp;title=Journal+of+Information+Systems+Education&amp;issn=10553096&amp;date=2013-07-01&amp;volume=24&amp;issue=2&amp;spage=105&amp;au=Steenkamp%2C+Annette+Lerine%3BAlawdah%2C+Amal%3BAlmasri%2C+Osama%3BGai%2C+Keke%3BKhattab%2C+Nidal%3BSwaby%2C+Carval%3BAbaas%2C+Ramy&amp;isbn=&amp;jtitle=Journal+of+Information+Systems+Education&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection,Social Science Premium Collection
Advanced Learning Tools for (Non) Formal Education;  An important part of the articles published in the last years highlight teaching and learning approaches and technologies integrated in complex applications and present the concepts used for creating and presenting the educational content. They refer to the methodologies used in self-and collaborative learning, including problem-and project-based learning. The assessment process is also illustrated in several articles but there is no a generic framework that complies with the rules of both formal and non-formal education acts. Our proposal is focused on advanced concepts for improving the educational services and the manner a generic framework for blended learning can be customized for higher education and lifelong learning. In addition, the paper proposes a virtual collaboration prototype that supports interpersonal and inter-process collaborative learning services that can be used as core of any rapidly growing educational community.;1430383942;;;Scholarly Journals;;"Porumb, Sanda;Porumb, Cosmin;Vlaicu, Aurel;Orza, Bogdan";;;; Copyright Trans Tech Publications Ltd. Jun 2013; 10.4028/www.scientific.net/AEF.8-9.65; Journal Article;;; Jun 2013; 978-3-03785-785-4;2234-9898;; English; English;;; Zurich;Jun 2013;Advanced Engineering Forum;;2013;;;8-9;https://search.proquest.com/docview/1430383942?accountid=11774;;;;;; 65;;;; Computer Supported Collaborative Learning , Computer Supported Collaborative Training , E-Learning Cloud , E-Learning Tools , Formal Education;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aante&amp;atitle=Advanced+Learning+Tools+for+%28Non%29+Formal+Education&amp;title=Advanced+Engineering+Forum&amp;issn=22349898&amp;date=2013-06-01&amp;volume=8-9&amp;issue=&amp;spage=65&amp;au=Porumb%2C+Sanda%3BPorumb%2C+Cosmin%3BVlaicu%2C+Aurel%3BOrza%2C+Bogdan&amp;isbn=978-3-03785-785-4&amp;jtitle=Advanced+Engineering+Forum&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/10.4028%2Fwww.scientific.net%2FAEF.8-9.65";ProQuest Central,SciTech Premium Collection
Developing Independence in a Capstone Course: Helping Students Ask and Answer Their Own Questions;  We discuss a mathematics capstone course designed to help students grow in mathematical independence. We describe how the course is structured to support this goal and the major assignments: a course wiki, a group expository project, and an individual problem to solve and extend. Students learn to ask and answer their own questions, helping them to seek out and generate mathematical knowledge more independently. [PUBLICATION ABSTRACT];1467242372;;;Scholarly Journals;;Camenga, Kristin A;;;; Copyright Taylor & Francis Ltd. 2013;; Feature;;; 2013;;1051-1970;4; English; English;; 304-314; Philadelphia;2013;Primus : Problems, Resources, and Issues in Mathematics Undergraduate Studies;;2013;;;23;https://search.proquest.com/docview/1467242372?accountid=11774;;; References , Tables;;; 304;;; Mathematical models , Questioning , Communication;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=Developing+Independence+in+a+Capstone+Course%3A+Helping+Students+Ask+and+Answer+Their+Own+Questions&amp;title=Primus+%3A+Problems%2C+Resources%2C+and+Issues+in+Mathematics+Undergraduate+Studies&amp;issn=10511970&amp;date=2013-04-20&amp;volume=23&amp;issue=4&amp;spage=304&amp;au=Camenga%2C+Kristin+A&amp;isbn=&amp;jtitle=Primus+%3A+Problems%2C+Resources%2C+and+Issues+in+Mathematics+Undergraduate+Studies&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection,Social Science Premium Collection
University ESL Learners Cross-Cultural Transitions through Web-Based Project Work;  This study sought to account for East Asian learners cross-cultural transitions to US university Intensive English classroom culture within a technology-mediated language teaching approach, PrOCALL (Project-Oriented Computer Assisted Language Learning). It explored the influence of this approach on classroom interaction patterns acquired in the prior EFL (English as a Foreign Language) classrooms of their countries of origin. Our interpretation of this influence demonstrates that web-based project work has potential to boost cross-cultural communication, facilitating East Asian learners socialization to the interactive norms of the US university Intensive English classroom. In the study, a group of ESL (English as a Second Language) learners in a university Intensive English high-intermediate reading class implemented a cross-cultural project using web-based authentic materials and tasks. They were involved in decision-making on a cultural topic for a group project, data collection on their cultural topic, group webpage design, and oral presentation. During these activities, learners showed interest and engagement in getting to know other cultures and increased oral interactions. Interviews with the learners confirmed that their classroom interactions had been enhanced through the web-based project implementation.;1490741179;;;Scholarly Journals;;"Kang, Migyu;Katherine Richardson Bruna";;;; Copyright iManager Publications Apr-Jun 2013;; Feature;;; Apr-Jun 2013;;0973-0559;1; English; English;; 22-35; Nagercoil;Apr-Jun 2013;i-Manager's Journal of Educational Technology;;2013;;;10;https://search.proquest.com/docview/1490741179?accountid=11774;;; References;;; 22;;; English as a second language--ESL , College students , Online information services , Cultural differences , Foreign students; Web-Based Project , Technology-Mediated Approach , Cross-Cultural Transition;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aindianjournals&amp;atitle=University+ESL+Learners+Cross-Cultural+Transitions+through+Web-Based+Project+Work&amp;title=i-Manager%27s+Journal+of+Educational+Technology&amp;issn=09730559&amp;date=2013-04-01&amp;volume=10&amp;issue=1&amp;spage=22&amp;au=Kang%2C+Migyu%3BKatherine+Richardson+Bruna&amp;isbn=&amp;jtitle=i-Manager%27s+Journal+of+Educational+Technology&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central
SimEx: Simulation Exercises on Humanitarian Crisis;  A Software Engineering Capstone Service Learning project team at Fairfield University developed SimEx (Simulation Exercises on Humanitarian Crisis), a database driven web application for the JUHAN (Jesuits University Humanitarian Action Network) community to educate students on humanitarian actions and to enhance their knowledge on how to react at the time of a crisis. SimEx is accessible to anyone in the JUHAN community around the world and helps facilitate interaction among instructors, researchers, and student including sharing simulation exercise scenarios and providing students simulation exercises on humanitarian actions without any boundaries. SimEx also provides a discussion board to the JUHAN community to facilitate communication and idea sharing. SimEx was implemented in PHP with a MySQL database and several additional PHP plug-ins. In this paper, we describe the issues, process, and outcome of the collaborative service learning project between academia and community and discuss the future direction of SimEx.;1368765670;;;Scholarly Journals;;Yoo, Wook-Sung;;;; Copyright Pennsylvania State University Spring 2013;; Case Study;;; Spring 2013;;;1; English; English;;; University Park;Spring 2013;International Journal for Service Learning in Engineering;;2013;;;8;https://search.proquest.com/docview/1368765670?accountid=11774;;;;;; 48;;;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Aengineeringjournals&amp;atitle=SimEx%3A+Simulation+Exercises+on+Humanitarian+Crisis&amp;title=International+Journal+for+Service+Learning+in+Engineering&amp;issn=&amp;date=2013-04-01&amp;volume=8&amp;issue=1&amp;spage=48&amp;au=Yoo%2C+Wook-Sung&amp;isbn=&amp;jtitle=International+Journal+for+Service+Learning+in+Engineering&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection
Effects of Academic Service Learning in Drug Misuse and Addiction on Students' Learning Preferences and Attitudes Toward Harm Reduction;  To examine academic service-learning pedagogy on student learning and perceptions of drug misuse and addiction. Third- and fourth-year pharmacology students were exposed to an academic service-learning pedagogy that integrated a community service experience with lectures, in-class discussions and debates, group projects, a final paper, and an examination. Reflective writing assignments throughout the course required students to assimilate and apply what they had learned in the classroom to what they learned in their community placement. Changes in students' responses on pre- and post-course survey instruments reflected shifts toward higher-order thinking. Also, subjective student-learning modalities shifted toward learning by writing. Students' perspectives and attitudes allowed improved context of issues associated with drug misuse and harm reduction models. Academic service-learning pedagogy contributes to developing adaptable, well-rounded, engaged learners who become more compassionate and pragmatic in addressing scientific and social questions relating to drug addiction.;1355435779; 23610481;;Scholarly Journals;;"Kabli, Noufissa, MSc;Liu, Ben, MEd;Seifert, Tricia, PhD;Arnot, Michelle I, PhD";;" University of Toronto
611310";; Copyright American Association of Colleges of Pharmacy 2013;; Feature , Journal Article;;; 2013;;0002-9459;3; English;;; 63; Alexandria;2013;American Journal of Pharmaceutical Education;;2013;;;77;https://search.proquest.com/docview/1355435779?accountid=11774;;; Tables , References;;; 1;; Behavior, Addictive -- therapy , Choice Behavior , Data Collection -- methods , Humans , Substance-Related Disorders -- psychology , Substance-Related Disorders -- therapy; Studies , College students , Skills , Society , Pharmacology , Perceptions , Discipline , Health education , Critical thinking , Service learning , Pedagogy , Health sciences , Integrated approach , Drug addiction;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=Effects+of+Academic+Service+Learning+in+Drug+Misuse+and+Addiction+on+Students%27+Learning+Preferences+and+Attitudes+Toward+Harm+Reduction&amp;title=American+Journal+of+Pharmaceutical+Education&amp;issn=00029459&amp;date=2013-03-15&amp;volume=77&amp;issue=3&amp;spage=1&amp;au=Kabli%2C+Noufissa%2C+MSc%3BLiu%2C+Ben%2C+MEd%3BSeifert%2C+Tricia%2C+PhD%3BArnot%2C+Michelle+I%2C+PhD&amp;isbn=&amp;jtitle=American+Journal+of+Pharmaceutical+Education&amp;btitle=&amp;rft_id=info:eric/23610481&amp;rft_id=info:doi/";ProQuest Central,Social Science Premium Collection
Migrating Successful Student Engagement Strategies Online: Opportunities and Challenges Using Jigsaw Groups and Problem-Based Learning;  Online courses may be criticized for failing to engage students. Faculty members teaching in the classroom often employ a number of strategies that capture the interest of students, but may find the migration to the online environment a daunting prospect. This paper describes the transitioning of two common strategies to engage students in the classroom - jigsaw groups and problem-based learning - from face-to-face to online courses in sociology and soil science, respectively. The paper discusses the challenges and opportunities that were found to be common to the implementation of both these strategies online, and provides suggestions for faculty considering this transition.;1500386307;;;Scholarly Journals;;"Amador, José A;Mederer, Helen";;;; Copyright Multimedia Educational Resource for Learning and Online Teaching (MERLOT) Mar 2013;; Journal Article;;; Mar 2013;;;1; English; English;;;  Long Beach;Mar 2013;Journal of Online Learning and Teaching;;2013;;;9;https://search.proquest.com/docview/1500386307?accountid=11774;;;;;; 89;;; Distance learning , Online instruction , Reading comprehension , Colleges & universities; online teaching , engaging teaching strategies , sociology , soil science , problem-based learning , jigsaw groups;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=Migrating+Successful+Student+Engagement+Strategies+Online%3A+Opportunities+and+Challenges+Using+Jigsaw+Groups+and+Problem-Based+Learning&amp;title=Journal+of+Online+Learning+and+Teaching&amp;issn=&amp;date=2013-03-01&amp;volume=9&amp;issue=1&amp;spage=89&amp;au=Amador%2C+Jos%C3%A9+A%3BMederer%2C+Helen&amp;isbn=&amp;jtitle=Journal+of+Online+Learning+and+Teaching&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,Social Science Premium Collection
Applications of blogging in problem based learning;"  The context of the study presented in this paper is a sixth-semester undergraduate course on ""Relational database management system"" that was held in session 2009-2010. The course is part of the bachelor's degree curriculum of Computer Science and Engineering branch at Punjab Technical University, Punjab, India. It consists of a lecture course and a concurrent lab course. The common approach has been to divide the course into lectures, tutorials, and practicals. To conduct practical sessions, lab plan is prepared beforehand by the faculty. The course duration is 14-16 weeks. Here the lab course was conducted in a blended learning mode, starting with syllabus related tasks, then subject specific projects, and presenting team project results. Problem based learning (PBL) and Blogging have been introduced for practical sessions. This paper describes this novel approach in which problems are designed to cover the syllabus topics, and blogging is used to bridge the communication gap. A significant difference was seen between performance and attitude of the treatment group (PBL with blogging) and control group (only PBL) for Lab sessions. Additionally teamwork and communication skills were also significantly improved in the case of PBL with blogging class.[PUBLICATION ABSTRACT]";1285236272;;;Scholarly Journals;;"Chhabra, Rishu;Sharma, Vandana";;;; Springer Science+Business Media New York 2013; 10.1007/s10639-011-9168-6; Feature;;; Mar 2013;;1360-2357;1; English;;; 3-13; New York;Mar 2013;Education and Information Technologies;;2013;;;18;https://search.proquest.com/docview/1285236272?accountid=11774;;; References;;; 3;;; Relational data bases , Educational technology , Higher education , Problem solving , Blogs;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=Applications+of+blogging+in+problem+based+learning&amp;title=Education+and+Information+Technologies&amp;issn=13602357&amp;date=2013-03-01&amp;volume=18&amp;issue=1&amp;spage=3&amp;au=Chhabra%2C+Rishu%3BSharma%2C+Vandana&amp;isbn=&amp;jtitle=Education+and+Information+Technologies&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/10.1007%2Fs10639-011-9168-6";ProQuest Central,Social Science Premium Collection
